CarModel0,Mass_kg0,CarModel1,Mass_kg1,CarModel2,Mass_kg2,CarModel3,Mass_kg3,CarModel4,Mass_kg4,SumRandomValue,TotalMass,TotalLength,Velocity1,GravityCenter1,Velocity2,TheoreticalVelocity2,GravityCenter2,T12,TheoreticalT12,Velocity3,TheoreticalVelocity3,GravityCenter3,T23,TheoreticalT23
33.7kGALTANK,45630,66FTGONDOLA,103080.40290946738,null,null,null,null,null,null,-49.52931879181372,148710.40290946738,41.44,2.475270136309226,-2.377807389057235,5.184405117395047,5.17646679304285,-3.907787,29.792,29.812,2.94741257543862,2.917942245400703,-4.049116578028232,66.806,67.059
29.3kGALTANK,110626.77913319919,33.7kGALTANK,113154.70656501231,3285CFCOVEREDHOPPER,84962.4663720611,null,null,null,null,33.04895984697072,308743.9520702726,50.98,1.8328111461101129,-2.2401921183840674,5.263603844164141,5.266291582309347,-3.907787000000001,32.213,32.201,3.157581747243662,3.1661091437560804,-4.042713390929075,64.504,64.443
73FTCENTERBEAM,28120,BIAUTORACK,73639.0984888049,TRIAUTORACK,63304.711202758466,TRIAUTORACK,47990,25.39kGALTANK,40910,-103.56674864441852,253963.80969156337,128.56,3.983661310425958,-1.3527980110342397,6.996097362698848,6.988899870462241,-3.612716202679857,22.465,22.476,5.347942409636586,5.329051381232533,-4.009436311784233,42.930,42.998
33.7kGALTANK,45630,25.39kGALTANK,40910,4750CFCOVEREDHOPPER,29260,68FTFLAT,64494.560833605705,null,null,57.172985062012714,180294.5608336057,78.84,2.80169901042112,-1.9973645034204568,5.842840638870023,5.849469656089145,-3.855582476585436,27.928,27.906,3.719695938727283,3.741068379880165,-4.032527254732952,56.527,56.402
4750CFCOVEREDHOPPER,29260,BNCOIL,84834.64753919512,null,null,null,null,null,null,-212.53526193839548,114094.64753919512,31.990000000000002,1.4938847597013662,-2.4821993790843764,4.478148246620072,4.426390963833821,-3.9077870000000003,35.442,35.643,1.192997070138668,0.7050335045015249,-4.054028024229925,96.417,105.773
68FTFLAT,66695.52649664291,52FTGONDOLA,79277.35723716253,29.3kGALTANK,36740,52FTGONDOLA,29710,100TOPENTOPHOPPER,53874.6357948154,-267.0949476894583,266297.5195286208,90.44,3.215891786860854,-1.778684826885261,6.259277514581549,6.23945223803258,-3.7871990039490044,25.808,25.853,4.244240297805268,4.185222529968792,-4.024808299907206,51.128,51.425
BIAUTORACK,45360,23.5kGALTANK,76438.6348322235,null,null,null,null,null,null,173.50475496640576,121798.6348322235,45.540000000000006,1.6407280055249074,-2.380148729050973,4.668242553206235,4.706326994207572,-3.9077870000000003,34.518,34.370,0.9897091457407802,1.2985659343291904,-4.049225538457671,96.938,91.776
66FTGONDOLA,129504.02271544638,73FTCENTERBEAM,28120,BIAUTORACK,52686.05005317791,null,null,null,null,-37.127787814723774,210310.0727686243,74.61000000000001,3.9545545527301345,-1.8022895079287427,6.773126841761506,6.769831933213188,-3.8249319806437643,23.357,23.361,5.022956352606279,5.014037013320008,-4.024080398360868,45.739,45.777
68FTFLAT,92787.55307463183,100TROPENTOPHOPPER,26540,5188COVEREDHOPPER,28120,null,null,null,null,-316.16196327077034,147447.55307463184,56.21,2.5973930207614253,-2.0703144210752735,5.644311394512812,5.597639161825256,-3.9077870000000003,28.953,29.087,3.05767513516281,2.8806028505480588,-4.035054618670784,62.813,64.178
53FTWELL,75806.84201340389,null,null,null,null,null,null,null,null,108.24799345525281,75806.84201340389,23.4,1.490693226976595,-2.4693980000000004,4.468522984845053,4.50873225738404,-3.907787,35.430,35.270,0.44392527749303845,0.9521150310111443,-4.0534255398516,111.787,101.011
5188COVEREDHOPPER,34472.735590126256,23.5kGALTANK,114957.5334310519,null,null,null,null,null,null,31.92766024656217,149430.26902117816,34.620000000000005,2.6188475272946947,-2.456421540525924,4.96649087730032,4.9719692385069845,-3.9077870000000003,29.772,29.752,2.1079486415818787,2.1330519303133064,-4.052814831406877,77.059,76.785
3285CFCOVEREDHOPPER,104215.07596028408,null,null,null,null,null,null,null,null,139.02755060673525,104215.07596028408,12.76,1.5429062108490135,-2.5598379999999996,4.340264808730925,4.379303257308209,-3.9077870000000003,35.459,35.304,0.37121007777539955,0.9061477529746089,-4.057681629373428,115.630,103.716
5188COVEREDHOPPER,60583.23261039902,null,null,null,null,null,null,null,null,56.88887521569174,60583.23261039902,17.68,3.979134672228214,-2.518018,5.65445217688761,5.675332324001547,-3.9077870000000003,24.518,24.472,3.3730844011067167,3.4429298971588906,-4.055713874966907,60.130,59.665
TRIAUTORACK,47990,5188COVEREDHOPPER,28120,73FTCENTERBEAM,114085.7128632322,66FTGONDOLA,51282.59784304792,null,null,-8.919964930828485,241478.3107062801,92.28999999999999,3.5940045671323495,-1.938188791287267,6.283691661393524,6.2829586939400475,-3.8324872403757935,24.730,24.729,4.244531569546804,4.242360605714743,-4.030704296738719,51.229,51.243
100TOPENTOPHOPPER,68657.33296958,23.5kGALTANK,35110,BIAUTORACK,63242.8914920898,73FTCENTERBEAM,121022.53125670148,TRIAUTORACK,74844.30315204298,-146.18280007884724,362877.0588704142,113.84,3.3707638346440127,-1.4586205293280623,6.7399469431231545,6.732384095907374,-3.6703480603110377,24.174,24.188,5.238588820999049,5.219020226521555,-4.014440361894964,44.366,44.441
33.7kGALTANK,45630,23.5kGALTANK,83627.34491532051,null,null,null,null,null,null,-238.94373150289863,129257.34491532051,36.92,2.5884118509470775,-2.413524302490345,5.128661923323395,5.083694519567923,-3.9077870000000003,29.516,29.643,2.7887057070968524,2.6155529649700475,-4.050796285941015,68.697,70.277
BIAUTORACK,45360,52FTGONDOLA,60796.402952177974,TRIAUTORACK,47990,null,null,null,null,195.34301062435713,154146.40295217797,74.55000000000001,3.548400761390076,-2.0237933666253056,6.188930737737879,6.214376011628658,-3.87673701566282,25.129,25.069,4.054001488375678,4.1318821329402695,-4.033279879311474,52.924,52.521
68FTFLAT,37060,23.5kGALTANK,77914.3646199442,100TOPENTOPHOPPER,52250.58867720649,null,null,null,null,52.04443344183363,167224.9532971507,54.440000000000005,1.6776290340259052,-2.2760905685537196,5.010622934268148,5.018552512930032,-3.907787,33.546,33.514,2.4198656113492696,2.4519652228270887,-4.044418382674635,73.290,72.974
52FTGONDOLA,29710,null,null,null,null,null,null,null,null,19.007019352198256,29710,17.35,3.687873303400401,-2.5208229999999996,5.133381720194283,5.148321768139092,-3.9077870000000003,26.371,26.332,1.3843341372991353,1.4861281013245329,-4.055845986401761,84.665,83.295
66FTGONDOLA,38996.44780091754,25.39kGALTANK,67444.55970726494,33.7kGALTANK,63454.116046997966,null,null,null,null,110.59635236352861,169895.12355518044,59.650000000000006,3.163591932717064,-2.2118527904657532,5.661762011572077,5.67605947009665,-3.904375634422968,26.928,26.889,3.1277776896651006,3.1788885269399962,-4.041583011921383,62.009,61.643
29.3kGALTANK,93737.43402293167,null,null,null,null,null,null,null,null,-107.48154215112945,93737.43402293167,18.24,1.856739909443065,-2.513258,4.606896696819402,4.57556962779045,-3.907787000000001,33.327,33.434,1.7785049054636175,1.605898286013289,-4.055489474384268,85.267,87.699
4750CFCOVEREDHOPPER,83036.33906071636,66FTGONDOLA,128095.27374323079,BIAUTORACK,45360,68FTFLAT,87812.8515556688,3285CFCOVEREDHOPPER,90847.01674005984,74.9256718153413,435151.48109967576,103.47000000000001,3.9178547176788117,-1.6202332997202478,6.896361834084382,6.899357978986766,-3.704523838154617,22.739,22.730,5.548531427441422,5.556691487014683,-4.0218076846007405,42.828,42.803
68FTFLAT,70391.70432523955,null,null,null,null,null,null,null,null,86.9284117395112,70391.70432523955,22.35,2.558203571475576,-2.478323,4.951813195859119,4.983229502983942,-3.9077870000000003,29.933,29.838,2.344688685630428,2.475450295887014,-4.053846380306568,74.491,73.161
4750CFCOVEREDHOPPER,29846.919717148605,66FTGONDOLA,33610,33.7kGALTANK,96469.32429387413,null,null,null,null,131.88106788970737,159926.24401102273,59.74000000000001,1.553681302978943,-2.2899437109132164,4.780442823936058,4.8017842246285785,-3.9025209016512337,34.751,34.664,1.1420276835887384,1.3053863505187913,-4.045248692986555,92.827,90.235
66FTGONDOLA,33610,BNCOIL,19713.7684577722,BNCOIL,19140,29.3kGALTANK,69463.06300297164,null,null,-384.2071325125438,141926.83146074385,67.08,1.8120603244415792,-2.2051858244187907,5.123190598082522,5.058418761552663,-3.890192194601644,32.900,33.132,2.701678414553639,2.4417902821637623,-4.041524177190269,69.442,71.896
66FTGONDOLA,33610,BIAUTORACK,67666.96652399928,null,null,null,null,null,null,-47.7391049875871,101276.96652399928,50.06,3.3996002960552323,-2.283987302337457,5.6103174881711055,5.600139500099674,-3.907787000000001,26.323,26.344,2.8986346038450295,2.8579227759663968,-4.04470042465643,64.146,64.471
25.39kGALTANK,50326.02815821053,null,null,null,null,null,null,null,null,-25.334944082064894,50326.02815821053,18.21,3.0238839080466966,-2.513513,5.069660493362177,5.057541528513472,-3.907787,28.213,28.242,2.4813498911403666,2.4297080194591327,-4.0555020923779495,72.059,72.574
100TROPENTOPHOPPER,26540,100TROPENTOPHOPPER,29232.92436001178,BNCOIL,115689.42507671007,25.39kGALTANK,108383.46221892351,null,null,84.99368662121466,279845.8116556454,64.25999999999999,3.919102567430793,-2.266214407283127,6.139621860273545,6.1459606955793165,-3.9008741724286202,24.003,23.988,4.252867473961535,4.270941294629146,-4.044074782686311,52.195,52.107
100TROPENTOPHOPPER,83225.23658939579,23.5kGALTANK,35110,23.5kGALTANK,35110,100TROPENTOPHOPPER,27830.904643537015,null,null,-211.31521154617766,181276.1412329328,66.24000000000001,3.564302517357743,-1.9501583914728757,6.288375753553852,6.265640725239624,-3.867058644085206,24.987,25.036,4.184101466039114,4.114414235412134,-4.030170833290945,51.763,52.123
100TROPENTOPHOPPER,26540,53FTWELL,67258.0218032214,4750CFCOVEREDHOPPER,111286.50448220083,5188COVEREDHOPPER,106841.1588279725,null,null,191.24447616838722,311925.68511339475,75.56,2.6383894168967883,-2.17014275894528,5.581076178472798,5.594968433977607,-3.8927976603798915,28.712,28.670,3.3410031412210737,3.387542381227041,-4.039889711044538,60.841,60.522
23.5kGALTANK,35110,68FTFLAT,69129.22452418302,4750CFCOVEREDHOPPER,29260,null,null,null,null,155.88564193983404,133499.22452418302,57.59,2.1520512631995157,-2.148268987053343,5.350096053144215,5.377035338574348,-3.903455121677976,31.051,30.960,2.7870943925144065,2.889838318149109,-4.038638145912174,66.951,66.099
33.7kGALTANK,59559.428992620116,100TROPENTOPHOPPER,26540,66FTGONDOLA,107709.94857559665,68FTFLAT,37060,null,null,-89.50435336816825,230869.37756821676,79.97,3.6331129017430457,-1.940284151503709,6.4338445261162605,6.42624888691215,-3.8501330017083255,24.515,24.529,4.69307538298164,4.672061882790954,-4.029791226332094,48.541,48.637
33.7kGALTANK,56948.99298980711,100TOPENTOPHOPPER,28030,null,null,null,null,null,null,-126.31554504457657,84978.99298980711,35.13,2.947363513828572,-2.3394117318685796,5.25137197558482,5.216919309978503,-3.9077870000000003,28.287,28.377,2.3413554034271575,2.1819246713736233,-4.047308760302675,72.066,73.684
100TROPENTOPHOPPER,43893.87396391767,100TOPENTOPHOPPER,33081.05364269271,100TROPENTOPHOPPER,34493.5834408583,73FTCENTERBEAM,57340.9022374923,53FTWELL,24950,285.2844699166011,193759.413284961,95.46000000000001,2.38416088146587,-1.6051605470064427,6.062826652416415,6.0924593518808035,-3.741091596938514,28.385,28.297,4.04325665319953,4.13257944397381,-4.019527929250996,52.803,52.340
23.5kGALTANK,78712.2656069285,4750CFCOVEREDHOPPER,37890.64436918344,null,null,null,null,null,null,97.59783942621553,116602.90997611194,35.24,3.833108000990905,-2.3105448813580245,5.904234117020496,5.921932368079878,-3.9077870000000003,24.579,24.539,3.6090001749497587,3.666561426641928,-4.045952369218462,57.183,56.835
5188COVEREDHOPPER,58946.66115556289,BNCOIL,19140,66FTGONDOLA,93330.27721662393,null,null,null,null,46.66074082460234,171416.93837218682,52.83,3.495197645120316,-2.2544230233846925,5.817181994000249,5.8232300662398995,-3.9077870000000003,25.685,25.668,3.514894688197882,3.5340075598499348,-4.04348247876157,58.322,58.205
100TROPENTOPHOPPER,107062.6983854641,3285CFCOVEREDHOPPER,74207.87716156001,52FTGONDOLA,92735.17778936724,68FTFLAT,84358.90655893176,BIAUTORACK,45360,-33.78009426638816,403724.6598953231,97.24000000000001,1.9457260351344756,-1.442931011603593,6.290132995793501,6.288368318275396,-3.691023614775517,28.977,28.979,4.7560475406448495,4.751759447986381,-4.014002982867444,48.056,48.077
100TOPENTOPHOPPER,53847.372504544,29.3kGALTANK,36740,3285CFCOVEREDHOPPER,112909.92332365774,33.7kGALTANK,45630,23.5kGALTANK,35110,-145.91487120424583,284237.29582820175,83.07,1.8738074995062868,-1.8760347489690068,5.735338267460174,5.724222733872123,-3.8388124859221384,31.447,31.483,3.703841296336146,3.6685210205424124,-4.027207939126466,57.123,57.345
33.7kGALTANK,112742.28216202477,29.3kGALTANK,36740,53FTWELL,24950,100TOPENTOPHOPPER,28030,52FTGONDOLA,127273.86630731888,-51.90432651720732,329736.14846934367,94.12,3.052470148943195,-1.7534474670969356,6.254193478963471,6.251046568428542,-3.739010272697947,25.711,25.716,4.664584083879361,4.656042721775586,-4.026928849970064,48.814,48.855
25.39kGALTANK,47252.69609727223,null,null,null,null,null,null,null,null,-88.22968997022565,47252.69609727223,18.21,2.8663290407916877,-2.513513,4.970548873685018,4.924212909604174,-3.9077870000000003,28.926,29.052,2.2906495587758164,2.0791844747351758,-4.055502048067889,75.047,77.373
29.3kGALTANK,86894.11597376603,52FTGONDOLA,29710,25.39kGALTANK,46495.18539310419,73FTCENTERBEAM,73948.7716297792,null,null,-345.06609739691874,237048.07299664943,78.35000000000001,3.320872589337493,-1.9141693624781027,6.319250309497048,6.290319942219996,-3.832497803216301,25.532,25.597,4.666457037521679,4.5864542269547215,-4.028984789320849,49.057,49.424
100TROPENTOPHOPPER,26540,23.5kGALTANK,121165.74571060984,100TROPENTOPHOPPER,115460.62892590552,5188COVEREDHOPPER,28120,null,null,220.37312275074663,291286.37463651533,66.98,1.7855505090698862,-2.082178066681425,5.446166404036452,5.46372625974189,-3.899163121516821,32.298,32.233,3.148960636051859,3.20970689076358,-4.035553748476112,63.264,62.814
73FTCENTERBEAM,121661.29208212937,null,null,null,null,null,null,null,null,94.35871138870715,121661.29208212937,24.55,1.556146551098864,-2.4596230000000006,4.660860692555893,4.682279408790466,-3.9077870000000003,34.455,34.372,1.9643829289870263,2.0640536922745505,-4.052966642552773,82.030,80.801
TRIAUTORACK,47990,68FTFLAT,37060,23.5kGALTANK,35110,null,null,null,null,26.485707596786995,120160,67.89,3.511197716151096,-2.099199296438082,5.989913567085243,5.994506693068782,-3.8869177947897717,25.515,25.502,3.651335410342688,3.6660487010521754,-4.036747722119035,56.353,56.268
4750CFCOVEREDHOPPER,108295.70535748353,52FTGONDOLA,116774.41642389374,BIAUTORACK,78756.4231917234,100TROPENTOPHOPPER,90634.23863248884,null,null,-181.33430732004598,394460.7836055895,80.43,3.2176719120794095,-1.8945790448873387,6.30413543506554,6.294840437566171,-3.829946761389488,25.833,25.853,4.583380361382761,4.557435080466477,-4.028116318495989,49.464,49.586
25.39kGALTANK,40910,BIAUTORACK,45360,null,null,null,null,null,null,19.66940019215764,86270,46.81,2.1712039202033635,-2.236517400139099,5.055946099200646,5.061648921845879,-3.907787,31.675,31.653,1.6242010456634295,1.657215389825926,-4.042467572216861,82.340,81.922
73FTCENTERBEAM,59001.51811706011,100TROPENTOPHOPPER,54008.72688371274,66FTGONDOLA,74379.59695829787,null,null,null,null,-3.7930374646605287,187389.8419590707,62.190000000000005,1.9017939428021458,-2.174978412073709,5.229863291338306,5.229401116165485,-3.90060013629169,32.174,32.172,2.589377349435585,2.587354849245705,-4.039991981160118,69.701,69.724
66FTGONDOLA,74535.0153781396,3285CFCOVEREDHOPPER,43874.86453946775,null,null,null,null,null,null,217.0548887399055,118409.87991760735,34.22,3.8690357412003493,-2.3767451707688165,5.8618719190689115,5.901089858810013,-3.9077870000000003,24.507,24.422,3.7167422420891514,3.8403625080655583,-4.049067213045822,56.687,55.957
25.39kGALTANK,88995.92525485915,66FTGONDOLA,124621.4938449262,null,null,null,null,null,null,-42.56094678475044,213617.41909978533,39.67,2.6948341881143114,-2.3454079720005314,5.364619637741269,5.3600753963040075,-3.907787000000001,28.677,28.686,3.1972473253685676,3.180820842813771,-4.047592775769852,63.450,63.580
4750CFCOVEREDHOPPER,84029.32538261873,BNCOIL,89350.09988185756,BIAUTORACK,59989.40007130287,null,null,null,null,-189.1076331294205,233368.82533577914,60.59,2.7471586375168253,-2.0483389690088143,5.875551654977258,5.858199434947957,-3.895166243083167,27.871,27.916,3.795540563226188,3.7404467101196937,-4.03417265380415,56.149,56.481
3285CFCOVEREDHOPPER,53247.63447069508,5188COVEREDHOPPER,59500.25576132147,null,null,null,null,null,null,-183.10826993064697,112747.89023201654,30.439999999999998,3.1215381933788504,-2.3958224279622775,5.419397323953264,5.3819215163307055,-3.907787000000001,27.263,27.355,3.1989739059572653,3.0669398792456635,-4.049965112808634,63.034,64.038
52FTGONDOLA,33270.72370213605,4750CFCOVEREDHOPPER,88713.64445219799,TRIAUTORACK,47990,23.5kGALTANK,109729.16169447129,null,null,23.275172814582433,279703.5298488053,81.19,2.5554815501481185,-2.0541584560821717,5.641449524439456,5.6433070473884035,-3.8587643948007595,29.041,29.033,3.3232973815956317,3.3295635901508844,-4.035063385259811,60.318,60.278
3285CFCOVEREDHOPPER,55202.80847728914,5188COVEREDHOPPER,28120,null,null,null,null,null,null,-129.8777009040097,83322.80847728913,30.439999999999998,2.441336197917164,-2.3465982539972368,4.899680514202318,4.86110659241659,-3.907787000000001,30.818,30.936,0.960446308265561,0.43890518660865074,-4.047646676654061,94.524,104.402
52FTGONDOLA,120011.83230286776,52FTGONDOLA,29710,100TROPENTOPHOPPER,111640.60731177787,4750CFCOVEREDHOPPER,109562.74905175288,66FTGONDOLA,92310.60938643686,209.02509856224273,463235.7980528354,90.64000000000001,2.7038665129697987,-1.780918162571522,6.166990215133964,6.1761764552891805,-3.7910374566590987,27.096,27.069,4.437948254124736,4.464140434014051,-4.025756070391587,50.538,50.416
3285CFCOVEREDHOPPER,24030,3285CFCOVEREDHOPPER,24030,4750CFCOVEREDHOPPER,82044.04243030134,33.7kGALTANK,113149.54311022416,null,null,-74.88753431719833,243253.5855405255,63.8,3.525778355513521,-2.2445628644652893,5.919915851405191,5.9134510047068325,-3.8996021952441153,25.382,25.393,3.9142315596253163,3.8939497201578854,-4.043141530342137,55.180,55.301
3285CFCOVEREDHOPPER,123781.41554153147,TRIAUTORACK,49992.35208780408,3285CFCOVEREDHOPPER,24030,73FTCENTERBEAM,100552.48813867822,null,null,141.64650649988863,298356.25576801377,78.67,2.8700057677868376,-1.8534862743649672,6.060859905884848,6.070564124673226,-3.799869431498481,27.386,27.356,4.072039871243488,4.101746185097201,-4.026573182368952,52.975,52.822
23.5kGALTANK,105446.24765117354,5188COVEREDHOPPER,106878.31142839376,100TROPENTOPHOPPER,106572.38356144771,null,null,null,null,43.83557338949396,318896.94264101505,50.800000000000004,1.7194859090450993,-2.2399575076396587,5.19560370642824,5.199125660491189,-3.9077870000000003,32.848,32.832,2.9333188310373215,2.9452572617600477,-4.042717058583559,66.883,66.789
TRIAUTORACK,47990,5188COVEREDHOPPER,28120,BIAUTORACK,66506.81329558059,33.7kGALTANK,49211.5977366293,100TROPENTOPHOPPER,26540,-87.08491997719,218368.4110322099,111.03999999999999,2.4593722823924926,-1.561662758820708,6.111513836316409,6.103380311928918,-3.71973820151283,27.625,27.644,4.102567055008224,4.078599817175539,-4.020398375994895,52.132,52.258
