CarModel0,Mass_kg0,CarModel1,Mass_kg1,CarModel2,Mass_kg2,CarModel3,Mass_kg3,CarModel4,Mass_kg4,SumRandomValue,TotalMass,TotalLength,Velocity1,GravityCenter1,Velocity2,TheoreticalVelocity2,GravityCenter2,T12,TheoreticalT12,Velocity3,TheoreticalVelocity3,GravityCenter3,T23,TheoreticalT23
29.3kGALTANK,88924.97506063481,33.7kGALTANK,65635.8607690345,73FTCENTERBEAM,55372.41146531035,3285CFCOVEREDHOPPER,53381.44137503257,null,null,36.18974777558539,263314.6886700122,75.53,2.4791012246375823,-1.943655135569944,5.842102279334721,5.845070354544597,-3.8550394361716194,29.039,29.027,3.7170108590250224,3.7263356786517354,-4.030167069173226,56.586,56.533
25.39kGALTANK,40910,5188COVEREDHOPPER,28757.300915355685,33.7kGALTANK,45630,null,null,null,null,-213.21700157671634,115297.30091535568,55.870000000000005,2.419937208862909,-2.190061713003574,5.2147524309685735,5.171961869673192,-3.907787000000001,30.441,30.574,1.9108067380070655,1.6670832921686627,-4.0405976621967055,77.321,80.234
BIAUTORACK,73195.9101033813,73FTCENTERBEAM,62528.42454732398,53FTWELL,24950,null,null,null,null,-17.60962999217898,160674.33465070528,76.55000000000001,3.6991882191639096,-1.8894892416458953,6.494162470954859,6.492109659449019,-3.85242319921767,24.344,24.346,4.584398973907328,4.578246757110297,-4.0275388445558,48.822,48.853
3285CFCOVEREDHOPPER,24030,66FTGONDOLA,113269.80679155911,66FTGONDOLA,33610,52FTGONDOLA,29710,null,null,-274.8678465288445,200619.8067915591,73.03,1.7951729994367749,-1.9304320453714603,5.685705409359138,5.6556700953277765,-3.877819583092087,31.846,31.949,3.5945477269586212,3.497593884218475,-4.029231777421329,58.438,59.073
4750CFCOVEREDHOPPER,54175.98819713008,66FTGONDOLA,53747.1076543559,TRIAUTORACK,47990,23.5kGALTANK,35110,66FTGONDOLA,33610,-24.82854327506938,224633.09585148597,106.76000000000002,3.204757693454887,-1.3870322689632149,6.657955395765849,6.65581066847475,-3.654289740882556,24.495,24.497,5.056182707205191,5.050870853024402,-4.015042910113198,45.301,45.324
33.7kGALTANK,45630,23.5kGALTANK,35110,BNCOIL,34747.00365297062,null,null,null,null,14.052674776802988,115487.00365297063,50.61,3.041442090870471,-2.2456982746946967,5.441635222752053,5.4445065059880084,-3.9077870000000003,27.820,27.810,2.5443859886635263,2.555489122795154,-4.042909454201186,68.553,68.459
100TOPENTOPHOPPER,65224.44146207684,53FTWELL,24950,3285CFCOVEREDHOPPER,52189.53710690948,null,null,null,null,288.75136323988045,142363.97856898632,51.309999999999995,3.798338885315205,-2.2104915337970428,6.009470771020037,6.051165641379805,-3.9077870000000003,24.682,24.590,3.6322021039189067,3.768624671641815,-4.0414574227845215,56.462,55.658
100TROPENTOPHOPPER,28152.528663631452,68FTFLAT,37060,null,null,null,null,null,null,-246.3131268343403,65212.528663631456,38.53,3.4959964768615492,-2.336937685108437,5.427785309854815,5.344164133729426,-3.9077870000000003,26.410,26.610,2.28729527864632,1.8652141989049913,-4.047193188554685,71.239,75.620
5188COVEREDHOPPER,28120,4750CFCOVEREDHOPPER,54227.87299277162,null,null,null,null,null,null,-159.13938341381848,82347.87299277162,35.980000000000004,2.9615066323497867,-2.4083137348823707,5.027576668173321,4.9808505908128815,-3.9077870000000003,28.711,28.838,1.4155850395002787,1.045411903719977,-4.05055159619725,85.559,91.094
68FTFLAT,37060,68FTFLAT,37060,29.3kGALTANK,36740,4750CFCOVEREDHOPPER,80326.9153162957,23.5kGALTANK,48719.44399169965,20.34361744772957,239906.35930799536,98.17999999999999,2.5433877866842054,-1.8841321058017475,5.834067095451613,5.835920101139298,-3.809475381410481,28.273,28.265,3.7741869519618785,3.7797376000138523,-4.030244332944108,55.914,55.885
BNCOIL,19140,BNCOIL,34626.132002670805,5188COVEREDHOPPER,28120,BNCOIL,19140,29.3kGALTANK,36740,-285.0368138395274,137766.1320026708,76.99,3.313385734635501,-1.9946760175070277,5.795264928760692,5.753058119711559,-3.8598502327758006,26.679,26.784,2.815497578626394,2.641106176302396,-4.032248044481164,63.384,64.770
TRIAUTORACK,47990,53FTWELL,29440.28359007307,TRIAUTORACK,65148.630459418964,null,null,null,null,121.2743803475017,142578.91404949204,80.6,1.8925298889388404,-2.010272035938605,5.408745843094863,5.42823920930052,-3.85597824675463,32.255,32.182,2.8388364169397122,2.912749914509656,-4.033050617860557,65.611,65.020
29.3kGALTANK,73996.94640116322,3285CFCOVEREDHOPPER,103894.29732010361,73FTCENTERBEAM,28120,23.5kGALTANK,121580.81241850939,null,null,211.23140612106909,327592.05613977625,72.49,2.5475588550999104,-2.048179402952312,5.810439884228497,5.824522635575223,-3.876262716348361,28.669,28.626,3.9013356305664417,3.94387619090109,-4.034670384715667,55.720,55.477
68FTFLAT,37060,73FTCENTERBEAM,52036.263542672736,100TOPENTOPHOPPER,32134.357879598923,null,null,null,null,-187.87022813487897,121230.62142227165,62.050000000000004,3.1814752676494593,-2.160078161948349,5.814169947635281,5.781406600663878,-3.8984596947261534,26.635,26.713,3.6693925217166425,3.5628106242555226,-4.03932240398381,57.297,57.968
TRIAUTORACK,65887.0570761991,100TOPENTOPHOPPER,69109.03559818871,3285CFCOVEREDHOPPER,93955.4808433126,33.7kGALTANK,73655.8235418159,68FTFLAT,37060,216.56180203409372,339667.3970595163,98.84,2.7620710268012747,-1.6991292633811794,6.261767721216244,6.2744783176957695,-3.7907381188245535,26.912,26.876,4.394037261425352,4.4309116861551505,-4.0221034065185535,50.368,50.196
100TROPENTOPHOPPER,26540,68FTFLAT,130473.7846578165,25.39kGALTANK,61366.92451641103,4750CFCOVEREDHOPPER,29260,null,null,88.39635637903251,247640.70917422755,75.04,2.9765020560123325,-1.965404095640108,6.058364710171569,6.065688297341986,-3.8881002771504147,26.977,26.955,3.9144798795830136,3.9373661366261716,-4.030649597999964,54.471,54.347
66FTGONDOLA,33610,TRIAUTORACK,58664.048333195664,33.7kGALTANK,45630,53FTWELL,27142.189521578224,null,null,-64.66432295754379,165046.2378547739,93.44,1.582650694034171,-1.7492989915187174,5.658057816196557,5.649575252752259,-3.791544474096919,32.258,32.285,3.374334586061317,3.3456508242186564,-4.0239855310313,59.394,59.591
100TOPENTOPHOPPER,43582.331334117014,66FTGONDOLA,33610,33.7kGALTANK,67390.06620152961,null,null,null,null,-19.917011962184603,144582.39753564663,56.59,2.1445343059010535,-2.2088453679603934,5.166888732779986,5.163691486529032,-3.9030803837095314,31.443,31.450,2.2032495460100874,2.18754096684617,-4.0415299955818735,74.232,74.403
25.39kGALTANK,40910,null,null,null,null,null,null,null,null,136.83505185143088,40910,18.21,2.9209265903042985,-2.513513,4.846618059592803,4.9307147836797816,-3.9077870000000003,29.133,28.893,1.1912755817480347,1.7474260322500008,-4.0555017149180985,90.706,82.837
53FTWELL,40730.08160202546,null,null,null,null,null,null,null,null,145.99474146648868,40730.08160202546,23.4,3.2189592985157107,-2.4693980000000004,5.117239707679062,5.2025225701294735,-3.9077870000000003,27.634,27.412,1.9466343767711485,2.3559583251881566,-4.053425939947174,77.300,72.953
29.3kGALTANK,36740,null,null,null,null,null,null,null,null,118.29185936880128,36740,18.24,3.063809827711256,-2.513258,4.906746590488729,4.986238424213975,-3.907787000000001,28.571,28.351,1.3182663361530325,1.8172531922790123,-4.05548979615513,87.957,81.242
BIAUTORACK,49904.11185958506,100TOPENTOPHOPPER,85442.72072431946,BNCOIL,19140,100TROPENTOPHOPPER,105297.02317831569,25.39kGALTANK,88286.71384898947,212.70624772620425,348070.5696112097,91.83000000000001,1.420954459086424,-1.993599219562375,5.389874239061461,5.404130824098263,-3.842937613556899,33.745,33.687,3.1612192486445254,3.210147162826855,-4.032937237550488,62.976,62.617
100TOPENTOPHOPPER,59352.091886382725,3285CFCOVEREDHOPPER,76993.55754748305,53FTWELL,24950,null,null,null,null,-111.30920761399443,161295.6494338658,51.31,3.226282861642151,-2.118642376440502,5.9769913165823185,5.962752211634362,-3.9077869999999995,26.231,26.263,3.927730737050336,3.8827964077229473,-4.037092064919547,54.908,55.168
TRIAUTORACK,74293.50478160585,33.7kGALTANK,95799.89165040452,null,null,null,null,null,null,-134.67819197125846,170093.39643201037,48.58,2.5678858695568594,-2.318108164915332,5.3658907980824955,5.347238306930962,-3.9077870000000003,29.172,29.223,3.2485928741800496,3.1845809390658837,-4.046306492866772,63.033,63.517
68FTFLAT,37060,TRIAUTORACK,71938.03680775738,null,null,null,null,null,null,-101.16963327008727,108998.03680775738,50.95,3.1527363663286962,-2.277949847922662,5.524909717569152,5.5043522733929,-3.9077870000000003,27.179,27.228,2.875716304086967,2.7943895138362596,-4.044416839092595,64.947,65.609
29.3kGALTANK,36740,BNCOIL,19140,4750CFCOVEREDHOPPER,29260,53FTWELL,24950,73FTCENTERBEAM,129527.82434380203,-113.12475897155122,239617.82434380203,98.17999999999999,2.589039291795765,-1.938034905240084,5.695752706033796,5.685543412556308,-3.795921796850319,28.275,28.300,3.525058668775983,3.4917467848689823,-4.033287090122512,58.128,58.345
29.3kGALTANK,83262.5447090633,null,null,null,null,null,null,null,null,50.053378874346436,83262.5447090633,18.24,2.7849086277094495,-2.513258,5.060759134972091,5.0758678858196635,-3.9077870000000003,28.889,28.844,2.7673358957040017,2.8229648615988703,-4.055491538886965,69.285,68.794
33.7kGALTANK,118515.32765528625,4750CFCOVEREDHOPPER,29260,29.3kGALTANK,36740,23.5kGALTANK,42380.278388056184,BIAUTORACK,55159.35140817911,-34.910327518887584,282054.95745152154,102.06,1.9903271712645934,-1.3162485345934585,6.32786205118817,6.325267878724236,-3.6288649780935165,27.935,27.938,4.830226439538059,4.823960519330434,-4.013395222651236,47.295,47.325
23.5kGALTANK,91876.50461064621,52FTGONDOLA,29710,TRIAUTORACK,47990,68FTFLAT,114322.42599430958,25.39kGALTANK,40910,27.090432274345275,324808.9306049558,103.45000000000002,1.8178335237298417,-1.511314305693769,6.017253661438223,6.018855229309185,-3.6889461764638107,29.286,29.278,4.2085615047866645,4.2136312232309265,-4.019921201493547,51.802,51.780
100TROPENTOPHOPPER,108968.7268730459,null,null,null,null,null,null,null,null,122.97524014118414,108968.7268730459,16.18,3.060282231911572,-2.530768,5.141296935490408,5.169197435722978,-3.9077870000000003,27.870,27.795,2.7379054101706477,2.8426874627367424,-4.056315359107541,68.854,67.942
25.39kGALTANK,40910,29.3kGALTANK,41631.55058589426,100TROPENTOPHOPPER,26540,100TROPENTOPHOPPER,64297.50832093599,null,null,-308.668038420014,173379.05890683027,68.81,3.8670442047237867,-2.130928114018945,6.249037652705771,6.213814568911788,-3.883913983750386,24.140,24.211,4.3371691878193355,4.233110570963806,-4.038175755952658,51.208,51.730
23.5kGALTANK,121490.30454840406,5188COVEREDHOPPER,63542.95069306954,BNCOIL,70502.29868105518,73FTCENTERBEAM,28120,null,null,34.32452770367627,283655.5539225288,72.86,3.3872371885205386,-1.8315845117525307,6.47564960270403,6.47796060478679,-3.848371354377445,25.190,25.182,4.655871763203901,4.662464533008563,-4.025070470873793,48.563,48.537
25.39kGALTANK,40910,TRIAUTORACK,47990,29.3kGALTANK,108897.94979784483,100TOPENTOPHOPPER,28030,52FTGONDOLA,82393.75608367001,28.602091074425786,308221.7058815148,97.55000000000001,1.6387364143624266,-1.881164166450163,5.561153800111995,5.563241282730021,-3.816357965573099,32.061,32.051,3.361445766356951,3.3683716888545114,-4.029862816578026,60.221,60.177
100TOPENTOPHOPPER,81781.06241008427,33.7kGALTANK,53684.64019065831,68FTFLAT,37060,73FTCENTERBEAM,48450.088407819654,null,null,-159.79878286828716,220975.79100856223,82.03,3.345422027997893,-1.767529238060366,6.400723257632402,6.386581589648515,-3.7842266948427605,25.484,25.514,4.577161341901355,4.537475743898452,-4.022739189345025,48.896,49.079
TRIAUTORACK,52483.08758093436,TRIAUTORACK,47990,3285CFCOVEREDHOPPER,24030,33.7kGALTANK,110611.03125628873,null,null,135.01473013736359,235114.1188372231,89.94000000000001,1.545419615093137,-2.0569454039941375,5.199332228337805,5.213060893955687,-3.8402857151602023,33.832,33.775,2.5729416495096396,2.6280774724807983,-4.03568129306292,69.340,68.847
53FTWELL,24950,25.39kGALTANK,113190.09503634358,29.3kGALTANK,41572.3371313893,TRIAUTORACK,47990,100TROPENTOPHOPPER,100093.29224264598,131.98439783328158,327795.72441037884,104.63,2.760553230663497,-1.7985293705716634,6.014260288464092,6.022593708202776,-3.771650355034229,27.530,27.505,3.9902655137849496,4.015755713051343,-4.026190870186464,53.480,53.345
73FTCENTERBEAM,28120,5188COVEREDHOPPER,59771.63657149417,100TROPENTOPHOPPER,26540,null,null,null,null,-115.78127049147626,114431.63657149416,58.410000000000004,3.8400379514869374,-2.217298369079966,5.973890241662516,5.953380406702785,-3.907787,24.606,24.647,3.5133544444773923,3.442351654829328,-4.0417615117697405,57.476,57.929
5188COVEREDHOPPER,89077.94217339977,5188COVEREDHOPPER,109015.56228664817,100TOPENTOPHOPPER,52043.097620941924,TRIAUTORACK,47990,33.7kGALTANK,45630,-189.66571997119655,343756.60208098986,99.09,2.039859796405379,-1.4320245066973487,6.299983311015335,6.28886423397138,-3.674657185694112,28.655,28.685,4.80858982877909,4.779331264833548,-4.01397627737887,47.709,47.836
52FTGONDOLA,29710,73FTCENTERBEAM,36219.12374695962,29.3kGALTANK,128288.23494486568,33.7kGALTANK,89369.26874173044,BIAUTORACK,73175.82829062382,-91.02826762107222,356762.4557241795,108.72,2.3427880389439535,-1.7000177849496232,6.083909543342512,6.078610394381102,-3.780780475227536,28.413,28.425,4.2025114840401185,4.187199728536535,-4.023009916689029,52.087,52.169
68FTFLAT,124173.81027022394,29.3kGALTANK,78989.26008973416,23.5kGALTANK,88565.46497933246,5188COVEREDHOPPER,68405.79642421797,4750CFCOVEREDHOPPER,51778.57990305065,-411.87741765742106,411912.91166655923,93.51,3.457973489723871,-1.661504811520807,6.726991139016733,6.708124986025358,-3.7593424951230308,24.152,24.189,5.371623311604117,5.32324621614621,-4.021240082394611,44.247,44.428
4750CFCOVEREDHOPPER,50916.58637698806,null,null,null,null,null,null,null,null,71.96753281086586,50916.58637698806,18.3,3.482974233251748,-2.512748,5.217392774136818,5.250917242288263,-3.9077870000000003,26.637,26.553,2.218396738268468,2.370346812334918,-4.055467162205721,73.348,71.842
73FTCENTERBEAM,79192.36296472569,4750CFCOVEREDHOPPER,29260,68FTFLAT,37060,73FTCENTERBEAM,106951.69745148663,BNCOIL,40434.94497155447,-94.30978794961943,292899.0053877668,103.44,3.5438307610296067,-1.6586233375104473,6.540315295783416,6.534139865963117,-3.7320878494880625,23.969,23.979,4.786944809163495,4.770087712081924,-4.024151321410955,47.140,47.214
66FTGONDOLA,108948.57726962471,73FTCENTERBEAM,28120,66FTGONDOLA,54441.17446888128,73FTCENTERBEAM,28120,5188COVEREDHOPPER,28120,180.22006755730465,247749.751738506,109.69999999999999,2.3555873342987024,-1.0834248338142356,6.619365189552984,6.632789526942735,-3.5550457029837648,26.006,25.971,5.134091478760237,5.169555825349631,-4.008238323607585,44.747,44.617
25.39kGALTANK,40910,68FTFLAT,120657.50062243402,33.7kGALTANK,45630,BIAUTORACK,45360,null,null,-89.82203576516342,252557.50062243402,89.14000000000001,2.9073727552166453,-1.7264797176399487,6.3399179591892985,6.3329045832157735,-3.798179751624352,26.592,26.607,4.610210166703051,4.590562167963633,-4.0219460561167475,49.066,49.158
68FTFLAT,118823.30645435564,68FTFLAT,59340.55645150131,23.5kGALTANK,123189.51254725954,null,null,null,null,-167.31832547173724,301353.3754531165,61.64,3.7789933102566757,-2.1651842325588917,6.324565258802272,6.3134516410094434,-3.8970445401156497,24.080,24.100,4.721022598377928,4.690150915835146,-4.039670867553287,49.048,49.190
66FTGONDOLA,33610,66FTGONDOLA,33610,3285CFCOVEREDHOPPER,124825.08659052188,null,null,null,null,206.317787492035,192045.08659052188,55.68,2.5501482688765593,-2.3918085520568493,5.105914494684562,5.132426518556119,-3.9077870000000003,29.832,29.750,2.5404693308813253,2.6457104002831486,-4.049887099991427,71.127,70.148
100TOPENTOPHOPPER,73552.33282984913,25.39kGALTANK,40910,5188COVEREDHOPPER,28120,23.5kGALTANK,49202.739722347396,null,null,223.8448715308778,191785.0725521965,67.98,3.5820132184713604,-1.989629788989933,6.273638204883876,6.296717316213485,-3.8668552153140543,24.933,24.878,4.277549351826731,4.345651893668883,-4.032031653364036,51.306,50.975
5188COVEREDHOPPER,28120,29.3kGALTANK,36740,53FTWELL,58313.03025266577,25.39kGALTANK,121691.96633990812,33.7kGALTANK,73017.80935018249,-216.2516045261961,317882.80594275636,97.51,1.7801130854688596,-1.945985873528378,5.520194700849606,5.504809116198239,-3.832013618659345,31.699,31.749,3.2920758328242243,3.2398925433457206,-4.031908328829506,61.103,61.477
52FTGONDOLA,119443.71878143135,null,null,null,null,null,null,null,null,-74.06578279850635,119443.71878143135,17.35,1.7640788074147096,-2.5208229999999996,4.617160235167484,4.600119821918584,-3.9077870000000003,33.624,33.682,2.0319447785116647,1.9508138302017608,-4.055845450672363,81.667,82.699
100TROPENTOPHOPPER,26540,25.39kGALTANK,84827.31626132432,BNCOIL,128982.9275102851,null,null,null,null,-282.30674685414147,240350.2437716094,48.08,3.9885394268976895,-2.394016422472729,6.00969600274002,5.985080681292372,-3.9077870000000003,23.946,23.993,4.185335625891044,4.112246755954132,-4.0498802514424685,53.214,53.608
4750CFCOVEREDHOPPER,29260,3285CFCOVEREDHOPPER,24030,52FTGONDOLA,43469.466952744144,23.5kGALTANK,54461.47479779819,null,null,115.95676456051602,151220.94175054232,65.35000000000001,3.230002567266968,-2.1872735991069185,5.513162133736692,5.529999052696907,-3.8936409902708284,27.205,27.159,2.2397424361247973,2.3188144503985435,-4.040585548454298,70.725,69.980
29.3kGALTANK,36740,BIAUTORACK,58892.095703171,100TROPENTOPHOPPER,26540,TRIAUTORACK,47990,53FTWELL,24950,-106.57168583308126,195112.09570317098,115.02000000000001,3.089797412170139,-1.3020689841768998,6.581207535950877,6.571002378139301,-3.6134016169826273,25.076,25.096,4.784492950111646,4.7566396437446485,-4.009321525658741,46.523,46.639
52FTGONDOLA,94275.36463699266,33.7kGALTANK,45630,BIAUTORACK,45360,null,null,null,null,24.704518995582646,185265.36463699266,65.93,2.1844262727371455,-1.9262240838419415,5.831940150022058,5.83485145839073,-3.8662906808289303,30.062,30.050,3.863014800915602,3.8718305101557444,-4.029074752179706,55.794,55.746
66FTGONDOLA,44416.44413654406,100TOPENTOPHOPPER,50004.44302483345,3285CFCOVEREDHOPPER,24030,73FTCENTERBEAM,28120,null,null,-313.26426352098736,146570.8871613775,73.92,3.420987893520755,-1.9309605550153206,6.111994708384957,6.06969854432708,-3.8686873531809645,25.771,25.870,3.583901665097507,3.437949836827995,-4.029275471002417,56.120,57.017
TRIAUTORACK,64839.57115655043,4750CFCOVEREDHOPPER,57988.11556792164,33.7kGALTANK,103443.53584578703,4750CFCOVEREDHOPPER,102441.84111297425,66FTGONDOLA,74530.94392221556,106.3807426733478,403244.0076054489,106.64000000000001,2.82793388127236,-1.7339634595525386,6.253977789390474,6.259176684630069,-3.7810213280613243,26.488,26.471,4.525152976393164,4.540211214537138,-4.024965968795813,49.692,49.626
25.39kGALTANK,78145.23134695369,3285CFCOVEREDHOPPER,30306.603473689014,5188COVEREDHOPPER,72743.81376192774,null,null,null,null,-5.391277381049406,181195.64858257043,48.65,3.5231319776586703,-2.2496221000550833,5.817774873920083,5.817368578427635,-3.907787000000001,25.636,25.634,3.4233821011994787,3.4209971011851152,-4.043084042258046,58.934,58.954
52FTGONDOLA,121781.03202765758,BIAUTORACK,71307.54486169452,TRIAUTORACK,47990,TRIAUTORACK,47990,100TROPENTOPHOPPER,33665.97052790849,-413.50843134186914,322734.5474172606,119.33000000000001,1.800419773978474,-0.9643629976535402,6.599942856523061,6.5753746596103095,-3.4427016571526705,28.585,28.653,5.518508567891583,5.459124134158243,-3.993708261307561,42.948,43.155
100TOPENTOPHOPPER,77832.67142302083,BIAUTORACK,45360,68FTFLAT,37060,3285CFCOVEREDHOPPER,102619.29780428509,null,null,18.580976345525244,262871.9692273059,78.86,2.3760759021999016,-2.032791321787977,5.569953684432003,5.571474040047566,-3.8369357545905016,29.878,29.869,3.2951188212529754,3.300663428211935,-4.0343895101365215,60.770,60.735
TRIAUTORACK,58439.302601026226,null,null,null,null,null,null,null,null,-31.94806436247835,58439.302601026226,28.6,3.8355588554303743,-2.425198,5.6491360389944525,5.637231114964613,-3.907787,24.921,24.943,3.079622290517881,3.03455910807728,-4.051347741619205,62.358,62.696
TRIAUTORACK,54428.41807451164,3285CFCOVEREDHOPPER,119757.8460873807,TRIAUTORACK,47990,100TROPENTOPHOPPER,45378.321121282694,23.5kGALTANK,70450.37773294759,125.04768372787544,338004.96301612264,103.08000000000001,1.91609892033773,-1.688669050122702,5.905087961465884,5.912745234995943,-3.7609433175585116,30.298,30.270,3.9476517347327125,3.9717138055522785,-4.022561401497027,54.212,54.081
53FTWELL,58719.961229328335,null,null,null,null,null,null,null,null,21.22450710132847,58719.961229328335,23.4,3.6063936273240533,-2.4693980000000004,5.482892053006146,5.491169899595327,-3.9077870000000003,25.756,25.734,3.0465479574029923,3.075852257612396,-4.053425833476705,63.772,63.553
4750CFCOVEREDHOPPER,59503.5814426654,5188COVEREDHOPPER,41422.01975092133,null,null,null,null,null,null,22.049198789227788,100925.60119358674,35.980000000000004,2.3939492508779487,-2.3377071561963096,5.025050165555944,5.030530324147759,-3.9077870000000003,30.640,30.620,1.934868300106129,1.9621538043675792,-4.0472292264500345,78.582,78.271
100TOPENTOPHOPPER,28030,68FTFLAT,140908.9235170634,TRIAUTORACK,79522.9458291188,null,null,null,null,219.38322305111117,248461.8693461822,66.1,1.5892178437969493,-2.088651151937589,5.374331024608889,5.395189003039093,-3.897439103544101,33.349,33.268,3.0165733845198255,3.090623632510614,-4.035797553645222,64.793,64.218
33.7kGALTANK,68301.0258168193,25.39kGALTANK,127600.56433514362,4750CFCOVEREDHOPPER,117416.87490291687,66FTGONDOLA,33610,100TOPENTOPHOPPER,35623.57910531295,-336.99005344689033,382552.0441601927,93.1,2.613011596683614,-1.666059589487747,6.357086098086765,6.339509884757686,-3.785867569958684,27.273,27.318,4.792161292689055,4.744667333830862,-4.020214839091567,48.114,48.324
TRIAUTORACK,52119.748965935825,100TOPENTOPHOPPER,28030,73FTCENTERBEAM,28120,null,null,null,null,121.48443047296063,108269.74896593583,68.3,1.850139629286584,-2.011208420282512,5.228568267692311,5.254434176658331,-3.8810661334663683,32.961,32.861,1.5883805295090523,1.747048523249763,-4.032786659158103,80.607,78.682
4750CFCOVEREDHOPPER,127563.1794761466,3285CFCOVEREDHOPPER,24030,BNCOIL,19140,null,null,null,null,283.930421552566,170733.1794761466,44.75,3.2699143835200855,-2.1550570570981757,5.822726523690687,5.8583498415359045,-3.907787000000001,26.414,26.325,3.331641858809655,3.453886451745885,-4.038635097754612,59.542,58.739
5188COVEREDHOPPER,28120,52FTGONDOLA,61648.667431158625,73FTCENTERBEAM,28120,66FTGONDOLA,33610,23.5kGALTANK,42900.19789400735,-152.5958819092685,194398.86532516597,97.97999999999999,2.6455294837526546,-1.7063699350374189,6.006475765504139,5.990435142451968,-3.752412648494194,27.826,27.867,3.918597489206051,3.8696086222571444,-4.0231147690472575,53.863,54.137
53FTWELL,38172.139466981476,68FTFLAT,37060,23.5kGALTANK,35110,29.3kGALTANK,86768.62816499965,null,null,233.22965647757886,197110.7676319811,80.92999999999999,1.6830765227725946,-2.123017453298798,5.111943912117576,5.140345362712186,-3.8703217660920415,33.657,33.546,2.1512169353725112,2.281941148617264,-4.038070309862206,74.873,73.508
TRIAUTORACK,77507.33685335807,3285CFCOVEREDHOPPER,24030,5188COVEREDHOPPER,104466.9189887236,null,null,null,null,-306.583474110618,206004.25584208168,59.04,2.7463748806321155,-2.2533560422350543,5.512286194722154,5.47841236996209,-3.907787,28.425,28.516,3.2929736823365205,3.1753140167532594,-4.043487704987461,61.758,62.618
3285CFCOVEREDHOPPER,75995.24142927081,66FTGONDOLA,121026.98201441727,BNCOIL,48892.26305464869,100TROPENTOPHOPPER,26540,100TOPENTOPHOPPER,29527.651815259655,120.27742641052507,301982.1383135964,79.24000000000001,3.4378471482219455,-1.7814777877762578,6.449175913383148,6.456810869091784,-3.815732982835183,25.166,25.145,4.483140064901711,4.505506885181074,-4.023074519218369,49.288,49.189
66FTGONDOLA,108084.14184416734,53FTWELL,24950,100TOPENTOPHOPPER,28030,25.39kGALTANK,40910,100TOPENTOPHOPPER,74270.1371709216,-362.9285261234169,276244.2790150889,93.37,3.224695113353916,-1.7090427396250982,6.356307908033604,6.330489971400564,-3.7333828800178765,25.172,25.228,4.701754227201977,4.630949562483456,-4.024744764054494,48.228,48.542
33.7kGALTANK,45630,null,null,null,null,null,null,null,null,70.20580311808749,45630,19.98,3.305097242700753,-2.498468,5.160910569619166,5.197686263693297,-3.907787,27.247,27.152,2.257619471882968,2.4192446320785814,-4.054793635250382,73.519,71.911
100TOPENTOPHOPPER,28030,null,null,null,null,null,null,null,null,1.1749200922628802,28030,15.15,3.4879223149351017,-2.539523,5.0299995744569035,5.031233342349946,-3.907787,27.126,27.120,1.4065304015722344,1.4131476671462948,-4.056725924866332,85.125,85.041
68FTFLAT,121296.231649375,66FTGONDOLA,33610,null,null,null,null,null,null,48.659831869328315,154906.231649375,43.81,2.2426323152831116,-2.1942993612356747,5.452230257282688,5.459443214587752,-3.9077870000000003,30.287,30.262,3.309428449243083,3.3336801033015786,-4.040481350164956,62.063,61.892
BIAUTORACK,49302.06089173258,73FTCENTERBEAM,28120,52FTGONDOLA,117088.378223832,3285CFCOVEREDHOPPER,111293.96739894396,null,null,-36.94547863911809,305804.40651450853,83.26,1.5700712036880775,-2.2197085228171622,5.0250694948160435,5.022130875013619,-3.877335068494684,34.063,34.071,2.403993110892406,2.391055916648533,-4.042351594727874,72.953,73.088
33.7kGALTANK,45630,68FTFLAT,37060,null,null,null,null,null,null,38.6780291586511,82690,42.33,1.6554865042782445,-2.279775386624743,4.767340240177044,4.7795049882972265,-3.907787,34.484,34.434,0.5543292364141346,0.7244024055509806,-4.04450205097414,104.526,101.100
25.39kGALTANK,88336.83640278915,BNCOIL,96373.56453427364,null,null,null,null,null,null,18.501303545790392,184710.4009370628,31.9,2.8801857675234928,-2.42225685253293,5.32980329963997,5.332332279511122,-3.907787,28.086,28.076,3.269435564857813,3.2772985775554844,-4.0512076163736745,63.082,63.028
5188COVEREDHOPPER,60886.74068165467,BNCOIL,124154.04810696447,29.3kGALTANK,36740,BIAUTORACK,45835.58562171253,null,null,291.2780504609871,267616.3744103317,78.21000000000001,3.3807245915156123,-1.8087301328093746,6.4161799598585265,6.437339626178298,-3.8386584036676066,25.346,25.294,4.387577445121797,4.4499613067615655,-4.024133867998568,49.993,49.704
23.5kGALTANK,48923.54222486324,BIAUTORACK,55834.072497581416,5188COVEREDHOPPER,56544.95186601569,TRIAUTORACK,47990,null,null,-232.7121246307017,209292.56658846035,91.82000000000001,3.22360623618069,-1.7262126851245896,6.400838399743825,6.379194468795874,-3.7776081023766466,25.362,25.409,4.662721241030607,4.602149904470316,-4.02355421483213,48.455,48.727
23.5kGALTANK,112922.06050933823,null,null,null,null,null,null,null,null,-124.7832701498398,112922.06050933823,16.94,1.845753025763573,-2.524308,4.665427829413765,4.63524364358679,-3.9077870000000003,33.149,33.251,2.249601927362297,2.117715225289443,-4.056009803862068,78.459,80.012
33.7kGALTANK,45630,null,null,null,null,null,null,null,null,70.93005369625732,45630,19.98,2.285104602931165,-2.498468,4.623745890368344,4.6650976762664325,-3.907787,31.830,31.691,0.8351552433984246,1.2071560809849926,-4.054793653005506,100.476,93.882
